entity_cd,entity_name,year,district_cd,district_name,county_cd,county_name,num_teach,teach_oc,teach_inexp,needs_index,pupil_count,expenditures,overall_status,cccr_level,ela,social_studies,science,math,combined_test,grad_rate_6,grad_rate_5,grad_rate_4,grad_rate_combined
331300010265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2019,33130001,NEW YORK CITY GEOGRAPHIC DISTRICT #13,33,KINGS,35,0.971428571428571,0,1,318,22316,Good Standing,2,148,158.2,169.4,77.6,130.4,70.8,77.7,73.1,89.1
331300011350,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATERS EDGE (THE),2019,33130001,NEW YORK CITY GEOGRAPHIC DISTRICT #13,33,KINGS,18,0.888888888888889,0.555555555555556,1,211,18056,Good Standing,3,146.6,171.6,153.4,75,127,78,81.5,79.2,87.2
331300011412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS & MEDIA",2019,33130001,NEW YORK CITY GEOGRAPHIC DISTRICT #13,33,KINGS,40,0.775,0.325,1,425,16554,Good Standing,3,140.4,183.3,171.2,79.5,131.7,76.1,80.2,82.8,81.7
331300011419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCI, TECH AND CREATIVE ARTS",2019,33130001,NEW YORK CITY GEOGRAPHIC DISTRICT #13,33,KINGS,43,0.790697674418605,0.232558139534884,1,573,14109,Good Standing,4,181.4,216.8,200,104.5,163.8,90.6,90.2,89.4,90.6
331300011430,BROOKLYN TECHNICAL HIGH SCHOOL,2019,33130001,NEW YORK CITY GEOGRAPHIC DISTRICT #13,33,KINGS,275,1.00363636363636,0.130909090909091,1,5942,9360,Good Standing,4,247.2,247.5,244.8,226.1,239.7,98.1,98.7,99.3,98.6
331300011483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2019,33130001,NEW YORK CITY GEOGRAPHIC DISTRICT #13,33,KINGS,34,0.911764705882353,0.235294117647059,1,439,13580,Good Standing,3,202.6,225.8,193.7,101.1,169.4,92.8,94.2,92.6,97.1
331300011499,ACORN COMMUNITY HIGH SCHOOL,2019,33130001,NEW YORK CITY GEOGRAPHIC DISTRICT #13,33,KINGS,15,0.6,0.266666666666667,1,152,18605,Good Standing,1,139,168.3,163.4,78,127.3,72.5,77.4,84.3,75.4
331300011527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,2019,33130001,NEW YORK CITY GEOGRAPHIC DISTRICT #13,33,KINGS,44,0.818181818181818,0.431818181818182,1,505,13637,Good Standing,2,152.1,178.9,159.9,91.5,136.6,86.8,88.3,89.6,88.5
331300011595,BEDFORD ACADEMY HIGH SCHOOL,2019,33130001,NEW YORK CITY GEOGRAPHIC DISTRICT #13,33,KINGS,27,0.925925925925926,0.148148148148148,1,361,13902,Good Standing,4,225.7,233.3,206.3,146.5,195.8,97.9,99.3,100,100
331300011605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCHOOL,2019,33130001,NEW YORK CITY GEOGRAPHIC DISTRICT #13,33,KINGS,57,0.912280701754386,0.385964912280702,1,791,16107,Good Standing,4,162.5,186.8,178.5,92.4,145.4,74.8,81.4,81.7,87.6
331300011616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2019,33130001,NEW YORK CITY GEOGRAPHIC DISTRICT #13,33,KINGS,17,0.823529411764706,0.470588235294118,1,170,22139,Comprehensive Support and Improvement,1,71.8,69.2,84.6,41,64.1,8.6,21.2,17.4,37.6
331300011670,BENJAMIN BANNEKER ACADEMY,2019,33130001,NEW YORK CITY GEOGRAPHIC DISTRICT #13,33,KINGS,56,0.928571428571429,0.285714285714286,1,816,12067,Good Standing,4,219.3,217.7,212.8,132.9,188.9,95,96.3,95.8,98.2
331400011071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2019,33140001,NEW YORK CITY GEOGRAPHIC DISTRICT #14,33,KINGS,59,0.88135593220339,0.271186440677966,1,505,28476,Good Standing,1,115,155.6,158.8,65,112.6,68.8,66.6,70.5,60.4
331400011449,BROOKLYN LATIN SCHOOL (THE),2019,33140001,NEW YORK CITY GEOGRAPHIC DISTRICT #14,33,KINGS,43,0.883720930232558,0.0697674418604651,1,701,10483,Good Standing,4,244.2,242.6,235.5,219.7,233.9,95.9,98.1,99.4,99.1
331400011454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2019,33140001,NEW YORK CITY GEOGRAPHIC DISTRICT #14,33,KINGS,27,0.888888888888889,0.296296296296296,1,306,21165,Good Standing,2,125,166.1,171,75.8,123.4,82.9,75.1,69.6,72.7
331400011477,SCHOOL FOR LEGAL STUDIES,2019,33140001,NEW YORK CITY GEOGRAPHIC DISTRICT #14,33,KINGS,30,0.8,0.1,1,299,19493,Good Standing,3,125,135.1,132.4,70.3,109.5,66.4,71.5,78.8,69.3
331400011478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2019,33140001,NEW YORK CITY GEOGRAPHIC DISTRICT #14,33,KINGS,63,0.793650793650794,0.142857142857143,1,834,13855,Good Standing,2,137.2,180.4,171.7,76.2,129.3,82.2,85,83.8,89
331400011488,BROOKLYN PREPARATORY HIGH SCHOOL,2019,33140001,NEW YORK CITY GEOGRAPHIC DISTRICT #14,33,KINGS,40,0.825,0.35,1,527,13558,Good Standing,3,185.8,194.6,197.7,97.3,159.9,92.4,93.3,95.7,91.7
331400011558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,2019,33140001,NEW YORK CITY GEOGRAPHIC DISTRICT #14,33,KINGS,35,1,0.17142857142857101,1,580,16080,Good Standing,4,204.5,217.5,214.2,126,181.9,97.7,95.7,95.4,94.1
331400011561,WILLIAMSBURG PREPARATORY SCHOOL,2019,33140001,NEW YORK CITY GEOGRAPHIC DISTRICT #14,33,KINGS,48,1,0.145833333333333,1,685,12996,Good Standing,4,199,216.4,203.1,115.1,173.9,95.5,96,97.6,94.9
331400011610,AUTOMOTIVE HIGH SCHOOL,2019,33140001,NEW YORK CITY GEOGRAPHIC DISTRICT #14,33,KINGS,39,0.846153846153846,0.205128205128205,1,339,24722,Good Standing,1,119.3,169.3,158.6,80,120.5,76.7,74.7,77.3,70.2
331500011429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,2019,33150001,NEW YORK CITY GEOGRAPHIC DISTRICT #15,33,KINGS,22,0.954545454545455,0.318181818181818,1,248,17431,Good Standing,1,197.7,210.5,209.3,90.7,166,83.3,81.9,81.3,81
331500011462,SECONDARY SCHOOL FOR LAW,2019,33150001,NEW YORK CITY GEOGRAPHIC DISTRICT #15,33,KINGS,33,0.939393939393939,0.424242424242424,1,446,13851,Good Standing,2,174.3,206.3,190.3,104.9,158.3,79.7,86.2,88.8,90.2
331500011463,SECONDARY SCHOOL FOR JOURNALISM,2019,33150001,NEW YORK CITY GEOGRAPHIC DISTRICT #15,33,KINGS,31,0.516129032258065,0.258064516129032,1,264,16750,Good Standing,1,132.6,162,160.9,88,127.3,63.3,76.9,82,85.4
331500011497,SCHOOL FOR INTERNATIONAL STUDIES,2019,33150001,NEW YORK CITY GEOGRAPHIC DISTRICT #15,33,KINGS,54,0.87037037037037,0.5,1,725,12931,Good Standing,2,140,157,141,65,117.1,64.1,75.3,81.1,80.7
331500011519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2019,33150001,NEW YORK CITY GEOGRAPHIC DISTRICT #15,33,KINGS,47,0.851063829787234,0.382978723404255,1,584,15679,Good Standing,3,156.6,189.1,174.1,82.5,139.4,89.8,85.6,81.7,85.2
331500011656,BROOKLYN HIGH SCHOOL OF THE ARTS,2019,33150001,NEW YORK CITY GEOGRAPHIC DISTRICT #15,33,KINGS,66,0.984848484848485,0.287878787878788,1,948,13655,Good Standing,3,198.7,204.7,201,109.6,170.2,88.1,91.8,92.7,94.6
331500011667,SUNSET PARK HIGH SCHOOL,2019,33150001,NEW YORK CITY GEOGRAPHIC DISTRICT #15,33,KINGS,116,0.896551724137931,0.353448275862069,1,1217,14963,Good Standing,2,139.3,193.4,178,105.4,142.6,86.5,83.4,82.9,80.7
331500011698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,2019,33150001,NEW YORK CITY GEOGRAPHIC DISTRICT #15,33,KINGS,16,0.875,0.25,1,154,23184,Comprehensive Support and Improvement,1,64.3,81,98.8,35.7,64.3,9.2,20.9,17.8,35.6
331600011455,BOYS AND GIRLS HIGH SCHOOL,2019,33160001,NEW YORK CITY GEOGRAPHIC DISTRICT #16,33,KINGS,40,0.875,0.25,1,430,23587,Good Standing,3,143.1,193.8,168.1,88.9,136.2,71.8,70.8,73.9,66.7
331600011498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,2019,33160001,NEW YORK CITY GEOGRAPHIC DISTRICT #16,33,KINGS,38,0.973684210526316,0.289473684210526,1,602,12986,Good Standing,2,128,159.2,157.2,86.4,124.1,83.6,84.2,84.7,84.2
331600011688,BROOKLYN ACADEMY OF GLOBAL FINANCE (THE),2019,33160001,NEW YORK CITY GEOGRAPHIC DISTRICT #16,33,KINGS,13,0.846153846153846,0.307692307692308,1,107,27748,Good Standing,1,88.1,133.9,155.9,50.8,95.8,81.4,77.1,70.3,79.5
331700011382,ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLLEGE BOARD SCH,2019,33170001,NEW YORK CITY GEOGRAPHIC DISTRICT #17,33,KINGS,34,0.647058823529412,0.323529411764706,1,358,15002,Good Standing,1,141.5,184,177.4,97.2,139.4,71.4,72,69.4,75.3
331700011408,ACADEMY OF HOSPITALITY AND TOURISM,2019,33170001,NEW YORK CITY GEOGRAPHIC DISTRICT #17,33,KINGS,29,0.517241379310345,0.344827586206897,1,188,20100,Good Standing,4,164.1,187.5,176.6,81.3,141.9,88,73.2,64.2,67.3
331700011531,SCHOOL FOR HUMAN RIGHTS (THE),2019,33170001,NEW YORK CITY GEOGRAPHIC DISTRICT #17,33,KINGS,29,0.862068965517241,0.0344827586206897,1,352,21018,Good Standing,1,163.7,197.9,182.1,81.1,144.1,83.1,83.2,82.4,84
331700011537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,2019,33170001,NEW YORK CITY GEOGRAPHIC DISTRICT #17,33,KINGS,30,0.833333333333333,0.3,1,456,16783,Good Standing,2,130.6,185,171.7,92.8,133.2,82.4,82.7,86.2,79.4
331700011546,HS FOR PUBLIC SERVICE-HEROES OF TOMORROW,2019,33170001,NEW YORK CITY GEOGRAPHIC DISTRICT #17,33,KINGS,33,0.878787878787879,0.303030303030303,1,463,14295,Good Standing,1,187.9,201.5,199,94.7,160.8,93.1,96.6,97.8,99
331700011548,BROOKLYN SCHOOL FOR MUSIC & THEATER,2019,33170001,NEW YORK CITY GEOGRAPHIC DISTRICT #17,33,KINGS,21,1.04761904761905,0.428571428571429,1,297,15654,Good Standing,2,130.2,169,174.1,77.6,126.7,79.2,85,83.5,92.2
331700011568,BROWNSVILLE ACADEMY HIGH SCHOOL,2019,33170001,NEW YORK CITY GEOGRAPHIC DISTRICT #17,33,KINGS,14,0.571428571428571,0.428571428571429,1,107,26461,Good Standing,2,96.7,108.9,142.2,57.8,95.2,23.5,42.6,46.3,58
331700011600,CLARA BARTON HIGH SCHOOL,2019,33170001,NEW YORK CITY GEOGRAPHIC DISTRICT #17,33,KINGS,78,0.935897435897436,0.205128205128205,1,1212,16628,Good Standing,2,158.8,188.1,177.7,89.8,143.3,74.5,80.5,84.2,82.7
331700011751,ACADEMY FOR HEALTH CAREERS,2019,33170001,NEW YORK CITY GEOGRAPHIC DISTRICT #17,33,KINGS,28,0.964285714285714,0.107142857142857,1,301,18813,Good Standing,3,155.2,190.3,189.6,77.6,140.9,79.1,83.7,87.5,84.5
331800011566,BROOKLYN GENERATION SCHOOL,2019,33180001,NEW YORK CITY GEOGRAPHIC DISTRICT #18,33,KINGS,24,0.875,0.166666666666667,1,189,27206,Good Standing,3,152.6,210.5,194.7,81.6,144.7,70.5,76,80,77.6
331800011576,VICTORY COLLEGIATE HIGH SCHOOL,2019,33180001,NEW YORK CITY GEOGRAPHIC DISTRICT #18,33,KINGS,31,0.935483870967742,0.225806451612903,1,349,16881,Good Standing,1,132.2,181.6,171.1,81.6,129.5,82.1,83.8,84.3,85.1
331800011578,BROOKLYN BRIDGE ACADEMY,2019,33180001,NEW YORK CITY GEOGRAPHIC DISTRICT #18,33,KINGS,16,1,0.0625,1,186,19354,Good Standing,1,58.8,117.6,100,43.1,69.3,20.6,39.5,40.3,57.5
331800011617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,2019,33180001,NEW YORK CITY GEOGRAPHIC DISTRICT #18,33,KINGS,26,0.846153846153846,0.461538461538462,1,237,18504,Good Standing,3,110.5,184.2,193.9,96.5,132.6,57.4,72.4,79.4,80.3
331800011629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,2019,33180001,NEW YORK CITY GEOGRAPHIC DISTRICT #18,33,KINGS,27,0.851851851851852,0.222222222222222,1,283,19308,Good Standing,1,142.4,185.6,175.8,81.8,134.4,79.8,80.4,78.8,82.7
331800011633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,2019,33180001,NEW YORK CITY GEOGRAPHIC DISTRICT #18,33,KINGS,33,0.909090909090909,0.303030303030303,1,465,13156,Good Standing,1,153.2,213.2,190,97.3,149.4,91.1,92.3,94.9,91
331800011635,OLYMPUS ACADEMY,2019,33180001,NEW YORK CITY GEOGRAPHIC DISTRICT #18,33,KINGS,17,1.05882352941176,0.235294117647059,1,189,20818,Comprehensive Support and Improvement,3,98.2,125.9,133.9,60.7,96.7,24.1,31.4,34.8,35.4
331800011637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,2019,33180001,NEW YORK CITY GEOGRAPHIC DISTRICT #18,33,KINGS,23,0.956521739130435,0.521739130434783,1,300,15395,Good Standing,4,151.9,196.1,190.3,108.4,150.8,82.7,84.2,87.1,82.7
331800011642,URBAN ACTION ACADEMY,2019,33180001,NEW YORK CITY GEOGRAPHIC DISTRICT #18,33,KINGS,33,0.575757575757576,0.272727272727273,1,264,16157,Good Standing,3,116.4,166.4,150.7,84.3,118.9,52.5,68.1,72.8,78.9
331800011673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,2019,33180001,NEW YORK CITY GEOGRAPHIC DISTRICT #18,33,KINGS,24,0.875,0.375,1,178,25686,Good Standing,1,81.4,101,140.2,39.2,82.6,24.3,52.5,63.3,69.9
331900011404,ACADEMY FOR YOUNG WRITERS,2019,33190001,NEW YORK CITY GEOGRAPHIC DISTRICT #19,33,KINGS,60,0.766666666666667,0.35,1,553,17331,Good Standing,3,161.2,181.3,188.8,79.9,142.5,87.7,92.2,93.2,95.8
331900011409,EAST NEW YORK FAMILY ACADEMY,2019,33190001,NEW YORK CITY GEOGRAPHIC DISTRICT #19,33,KINGS,44,0.909090909090909,0.227272727272727,1,499,16613,Good Standing,4,167.8,197.5,189,96.6,152.1,80.7,91.9,98.4,96.6
331900011502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2019,33190001,NEW YORK CITY GEOGRAPHIC DISTRICT #19,33,KINGS,33,0.606060606060606,0.242424242424242,1,278,18546,Good Standing,3,152.3,197.7,192,90.9,145.7,74.4,76.9,74.5,81.8
331900011504,HIGH SCHOOL FOR CIVIL RIGHTS,2019,33190001,NEW YORK CITY GEOGRAPHIC DISTRICT #19,33,KINGS,23,0.565217391304348,0.173913043478261,1,219,19328,Comprehensive Support and Improvement,2,112.7,149,141.2,66.7,107.7,56.3,63.5,65.9,68.4
331900011507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2019,33190001,NEW YORK CITY GEOGRAPHIC DISTRICT #19,33,KINGS,39,0.641025641025641,0.333333333333333,1,389,16279,Good Standing,3,144.2,202.6,183.1,76.6,136.8,82.2,77,64.8,84.1
331900011510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2019,33190001,NEW YORK CITY GEOGRAPHIC DISTRICT #19,33,KINGS,28,0.785714285714286,0.25,1,251,19007,Good Standing,2,123.5,174.3,173.5,83.8,127,73.2,74.6,71.9,78.6
331900011615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2019,33190001,NEW YORK CITY GEOGRAPHIC DISTRICT #19,33,KINGS,52,0.961538461538462,0.153846153846154,1,672,17808,Good Standing,3,154.9,160.1,160.4,70.1,128.4,77.4,79.5,77.8,83.3
331900011639,BROOKLYN LAB SCHOOL,2019,33190001,NEW YORK CITY GEOGRAPHIC DISTRICT #19,33,KINGS,39,0.769230769230769,0.230769230769231,1,449,17788,Good Standing,2,108.7,139.4,111.5,63.5,97.7,70.1,68.5,67.4,67.9
331900011660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2019,33190001,NEW YORK CITY GEOGRAPHIC DISTRICT #19,33,KINGS,38,0.842105263157895,0.131578947368421,1,369,25837,Good Standing,4,127.8,203.1,176.5,95.1,136.1,76.4,72.2,70.4,69.9
331900011683,"SCHOOL FOR CLASSICS:  AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS (THE)",2019,33190001,NEW YORK CITY GEOGRAPHIC DISTRICT #19,33,KINGS,22,0.863636363636364,0.363636363636364,1,265,15590,Good Standing,2,120.2,162.3,163.2,84.2,122.4,71.4,74,79.4,71.2
332000011445,NEW UTRECHT HIGH SCHOOL,2019,33200001,NEW YORK CITY GEOGRAPHIC DISTRICT #20,33,KINGS,211,0.976303317535545,0.18957345971564,1,3406,12184,Good Standing,1,169.6,214.4,197.9,144.9,172.6,78.5,80.7,84.5,79.1
332000011485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOLOGY,2019,33200001,NEW YORK CITY GEOGRAPHIC DISTRICT #20,33,KINGS,99,0.878787878787879,0.424242424242424,1,1233,14447,Good Standing,4,185.6,210.2,203.1,136.6,175.9,91.1,90.8,90.6,90.8
332000011490,FORT HAMILTON HIGH SCHOOL,2019,33200001,NEW YORK CITY GEOGRAPHIC DISTRICT #20,33,KINGS,245,0.946938775510204,0.220408163265306,1,4553,11459,Good Standing,3,185,219.3,195.4,132.5,173.6,80.8,81.7,80.8,83.4
332000011505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,2019,33200001,NEW YORK CITY GEOGRAPHIC DISTRICT #20,33,KINGS,203,0.940886699507389,0.241379310344828,1,3208,13205,Good Standing,2,145.6,199.9,184.9,129.4,155,69.5,73.3,75.3,75.1
332000011609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,2019,33200001,NEW YORK CITY GEOGRAPHIC DISTRICT #20,33,KINGS,44,1,0.363636363636364,1,547,13783,Good Standing,4,210.3,234.9,210.3,155.6,194.8,92.9,94.1,94.1,95.3
332100011344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2019,33210001,NEW YORK CITY GEOGRAPHIC DISTRICT #21,33,KINGS,43,0.976744186046512,0.348837209302326,1,611,13815,Good Standing,3,152.8,203.5,189.4,112.1,153,78.5,80.4,75.2,87.4
332100011348,HIGH SCHOOL OF SPORTS MANAGEMENT,2019,33210001,NEW YORK CITY GEOGRAPHIC DISTRICT #21,33,KINGS,20,0.8,0.3,1,246,16299,Good Standing,2,106.1,142.9,178.6,87.8,120.2,70.6,78.6,82.6,82.5
332100011410,ABRAHAM LINCOLN HIGH SCHOOL,2019,33210001,NEW YORK CITY GEOGRAPHIC DISTRICT #21,33,KINGS,131,0.923664122137405,0.244274809160305,1,1913,13110,Good Standing,3,158.5,207.5,191.2,107.4,154.2,74.7,77.2,78.8,78.1
332100011468,KINGSBOROUGH EARLY COLLEGE SCHOOL,2019,33210001,NEW YORK CITY GEOGRAPHIC DISTRICT #21,33,KINGS,43,0.906976744186046,0.186046511627907,1,668,12605,Good Standing,4,220.7,228.7,219.5,132.9,192.1,100,98.3,97.5,97.5
332100011525,EDWARD R MURROW HIGH SCHOOL,2019,33210001,NEW YORK CITY GEOGRAPHIC DISTRICT #21,33,KINGS,219,0.922374429223744,0.178082191780822,1,3713,12878,Good Standing,4,180.4,217.1,200.7,132.5,173,83.2,86.1,86.6,88.4
332100011540,JOHN DEWEY HIGH SCHOOL,2019,33210001,NEW YORK CITY GEOGRAPHIC DISTRICT #21,33,KINGS,147,0.938775510204082,0.340136054421769,1,2189,14028,Good Standing,1,163.9,193.5,186,116.8,156.4,82.5,83.4,84.8,82.8
332100011559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2019,33210001,NEW YORK CITY GEOGRAPHIC DISTRICT #21,33,KINGS,24,0.958333333333333,0.333333333333333,1,281,16266,Good Standing,3,149.2,187.9,191.7,112.9,150.8,90.5,93.7,92.1,98.6
332100011620,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2019,33210001,NEW YORK CITY GEOGRAPHIC DISTRICT #21,33,KINGS,40,0.925,0.325,1,417,24837,Good Standing,3,111.5,176.2,163.8,81.5,120.3,68.8,70.3,79.3,62.8
332100011690,BROOKLYN STUDIO SECONDARY SCHOOL,2019,33210001,NEW YORK CITY GEOGRAPHIC DISTRICT #21,33,KINGS,74,0.824324324324324,0.256756756756757,1,933,14530,Good Standing,1,156,205.3,188.4,100,150,80.5,86.5,88.5,90.6
332200011405,MIDWOOD HIGH SCHOOL,2019,33220001,NEW YORK CITY GEOGRAPHIC DISTRICT #22,33,KINGS,210,0.980952380952381,0.247619047619048,1,4161,10006,Good Standing,4,222,233.1,219.2,160.6,202.1,92.2,93.5,92.9,95.5
332200011535,LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2019,33220001,NEW YORK CITY GEOGRAPHIC DISTRICT #22,33,KINGS,57,0.912280701754386,0.245614035087719,1,1061,11910,Good Standing,4,225.6,240.2,232.5,191.9,217.5,93.6,96.1,95.6,99.2
332200011555,BROOKLYN COLLEGE ACADEMY,2019,33220001,NEW YORK CITY GEOGRAPHIC DISTRICT #22,33,KINGS,34,0.970588235294118,0.352941176470588,1,658,10334,Good Standing,4,237.7,230.6,225.2,142.9,202.5,99.3,99.1,98.6,99.3
332200011630,PROFESSIONAL PATHWAYS HIGH SCHOOL,2019,33220001,NEW YORK CITY GEOGRAPHIC DISTRICT #22,33,KINGS,19,0.789473684210526,0.210526315789474,1,210,17781,Good Standing,2,130.3,130.3,157.7,73.2,117.4,16.7,42.6,52.3,58.7
332300010514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2019,33230001,NEW YORK CITY GEOGRAPHIC DISTRICT #23,33,KINGS,21,0.619047619047619,0.380952380952381,1,159,21985,Good Standing,2,157.8,176.6,164.1,73.4,133.2,56.5,68.2,75.3,72.7
332300011643,BROOKLYN DEMOCRACY ACADEMY,2019,33230001,NEW YORK CITY GEOGRAPHIC DISTRICT #23,33,KINGS,17,0.764705882352941,0.470588235294118,1,196,17503,Good Standing,2,60.9,85.5,106.4,41.8,67.4,9.5,32.3,29.7,57.8
332300011647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2019,33230001,NEW YORK CITY GEOGRAPHIC DISTRICT #23,33,KINGS,22,0.954545454545455,0.363636363636364,1,183,24840,Good Standing,1,47.3,50,58.9,44.6,49.3,25.8,44.9,48.2,60.6
332300011697,TEACHERS PREPARATORY HIGH SCHOOL,2019,33230001,NEW YORK CITY GEOGRAPHIC DISTRICT #23,33,KINGS,22,0.818181818181818,0.272727272727273,1,199,24200,Good Standing,1,128.2,146.4,139.1,63.6,111.1,74.1,73.4,74.6,71.6
333200010564,BUSHWICK COMMUNITY HIGH SCHOOL,2019,33320001,NEW YORK CITY GEOGRAPHIC DISTRICT #32,33,KINGS,17,0.882352941176471,0.705882352941177,1,155,29110,Good Standing,1,56,78.6,82.1,35.7,57.5,16.4,31.7,33.3,45.3
333200011403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,2019,33320001,NEW YORK CITY GEOGRAPHIC DISTRICT #32,33,KINGS,22,0.954545454545455,0.227272727272727,1,232,25659,Good Standing,2,108.5,184,157.5,83,119.3,76.3,76.7,76.1,77.8
333200011549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,2019,33320001,NEW YORK CITY GEOGRAPHIC DISTRICT #32,33,KINGS,32,0.96875,0.34375,1,324,20629,Good Standing,3,109.3,147.3,140.1,56,102.6,75,76.5,77.4,77.1
333200011552,ACADEMY OF URBAN PLANNING,2019,33320001,NEW YORK CITY GEOGRAPHIC DISTRICT #32,33,KINGS,28,0.75,0.357142857142857,1,232,22220,Good Standing,1,145.3,168.6,168.6,93,135.6,87.5,84,80.8,83.8
342400011267,HIGH SCHOOL OF APPLIED COMMUNICATIONS,2019,34240001,NEW YORK CITY GEOGRAPHIC DISTRICT #24,34,QUEENS,31,0.870967741935484,0.419354838709677,1,406,13326,Good Standing,4,190.6,221.3,205,118.1,173,87.9,87.9,88.3,87.6
342400011299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,2019,34240001,NEW YORK CITY GEOGRAPHIC DISTRICT #24,34,QUEENS,45,0.888888888888889,0.355555555555556,1,643,11328,Good Standing,4,242.9,240.8,235.5,92.2,190.8,99.3,99.8,100,100
342400011485,GROVER CLEVELAND HIGH SCHOOL,2019,34240001,NEW YORK CITY GEOGRAPHIC DISTRICT #24,34,QUEENS,116,0.974137931034483,0.232758620689655,1,1707,14090,Good Standing,1,152.3,180.5,172,91.1,139.4,64.4,69.1,69.7,73.2
342400011550,HIGH SCHOOL FOR ARTS AND BUSINESS,2019,34240001,NEW YORK CITY GEOGRAPHIC DISTRICT #24,34,QUEENS,56,0.910714285714286,0.214285714285714,1,776,13493,Good Standing,4,206.9,233.6,210,128.1,184.3,93.5,93.1,92.7,93
342400011560,ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHNOLOGY,2019,34240001,NEW YORK CITY GEOGRAPHIC DISTRICT #24,34,QUEENS,43,0.953488372093023,0.13953488372093,1,648,12522,Good Standing,3,195,230.7,206.7,122.3,177.3,95.6,96,97.2,95.3
342400011600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,2019,34240001,NEW YORK CITY GEOGRAPHIC DISTRICT #24,34,QUEENS,112,0.919642857142857,0.25,1,1517,14481,Good Standing,3,185.9,211.5,194.8,108.6,165,86.6,87.1,86.3,88.5
342400011610,AVIATION CAREER AND TECHNICAL HIGH SCHOOL,2019,34240001,NEW YORK CITY GEOGRAPHIC DISTRICT #24,34,QUEENS,141,0.929078014184397,0.163120567375887,1,2097,13173,Good Standing,4,214.8,236.9,217.8,175.9,205,94.9,86.7,68.9,96.4
342400011744,VOYAGES PREPARATORY,2019,34240001,NEW YORK CITY GEOGRAPHIC DISTRICT #24,34,QUEENS,14,1,0,1,212,15449,Good Standing,1,87.5,125.8,128.3,68.3,94.4,19.7,30.8,31.2,41.4
342500011252,QUEENS SCHOOL OF INQUIRY (THE),2019,34250001,NEW YORK CITY GEOGRAPHIC DISTRICT #25,34,QUEENS,46,1,0.282608695652174,1,589,16639,Good Standing,4,222.7,216.7,214,164,200.5,94.2,96.7,98.7,97.3
342500011281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,2019,34250001,NEW YORK CITY GEOGRAPHIC DISTRICT #25,34,QUEENS,63,0.920634920634921,0.333333333333333,1,651,16215,Good Standing,4,206.3,240.8,221.1,135.2,189.7,94.1,96.5,96.6,98.8
